"","dept","course_num","title","time","dist","semester"
"674","cognitive-science","CPSC 470","Artificial Intelligence","MWF 10:30am-11:20am","QR","fall"
"675","cognitive-science","ECON 159","Game Theory","MW 11:35am-12:50pm","QR","fall"
"676","cognitive-science","LING 110","Language: Introduction to Linguistics","MW 11:35am-12:50pm","SO","fall"
"677","cognitive-science","LING 220","General Phonetics","WF 9am-10:15am","SO","spring"
"678","cognitive-science","LING 224","Formal Foundations of Linguistic Theories","MW 1pm-2:15pm","QR","fall"
"679","cognitive-science","LING 227","Language and Computation","TTh 4pm-5:15pm","QR","spring"
"680","cognitive-science","LING 232","Introduction to Phonological Analysis","TTh 4pm-5:15pm","SO","fall"
"681","cognitive-science","LING 235","Phonological Theory","TTh 1pm-2:15pm","SO","spring"
"682","cognitive-science","LING 253","Syntax I","MW 2:30pm-3:45pm","SO","fall"
"683","cognitive-science","LING 254","Syntax II","TTh 11:35am-12:50pm","SO","spring"
"684","cognitive-science","LING 263","Semantics","TTh 2:30pm-3:45pm","QR","spring"
"685","cognitive-science","LING 280","Morphology","MW 11:35am-12:50pm","SO","spring"
"686","cognitive-science","MCDB 320","Neurobiology","MWF 11:35am-12:25pm","SC","fall"
"687","cognitive-science","PHIL 126","Introduction to Modern Philosophy from Descartes to Kant","TTh 10:30am-11:20am","HU","spring"
"688","cognitive-science","PHIL 267","Mathematical Logic","MW 11:35am-12:25pm","QR","spring"
"689","cognitive-science","PHIL 271","Philosophy of Language","TTh 1:30pm-2:20pm","HU","spring"
"690","cognitive-science","PSYC 110","Introduction to Psychology","not listed","SO","both"
"691","cognitive-science","PSYC 140","Developmental Psychology","TTh 2:30pm-3:45pm","SO","fall"
"692","cognitive-science","PSYC 150","Social Psychology","MW 2:30pm-3:45pm","SO","spring"
"693","cognitive-science","PSYC 160","The Human Brain","TTh 1pm-2:15pm","SC","fall"
"694","cognitive-science","PSYC 200","Statistics","HTBA","QR","spring"
"695","cognitive-science","PSYC 270","Research Methods in Behavioral Neuroscience","HTBA","SC","spring"
"696","computer-science","CPSC 112","Introduction to Programming","not listed","QR","both"
"697","computer-science","CPSC 150","Computer Science and the Modern Intellectual Agenda","MW 11:35am-12:50pm","WR","fall"
"698","computer-science","CPSC 151","The Graphical User Interface","MW 11:35am-12:50pm","WR","spring"
"699","computer-science","CPSC 183","LawTechnologyand Culture","MW 4pm-5:15pm","SO","fall"
"700","computer-science","CPSC 185","ControlPrivacyand Technology","F 3:30pm-5:20pm","WR","spring"
"701","computer-science","CPSC 201","Introduction to Computer Science","not listed","QR","both"
"702","computer-science","CPSC 202","Mathematical Tools for Computer Science","TTh 1pm-2:15pm","QR","fall"
"703","computer-science","CPSC 223","Data Structures and Programming Techniques","MW 1pm-2:15pm","QR","spring"
"704","computer-science","CPSC 290","Directed Research","HTBA","not specified","both"
"705","computer-science","MATH 244","Discrete Mathematics","MW 2:30pm-3:45pm","QR","fall"
"706","computer-science","CPSC 323","Introduction to Systems Programming and Computer Organization","MW 1pm-2:15pm","QR","fall"
"707","computer-science","CPSC 365","Design and Analysis of Algorithms","TTh 2:30pm-3:45pm","QR","spring"
"708","computer-science","CPSC 421","Compilers and Interpreters","MW 1pm-2:15pm","QR","spring"
"709","computer-science","CPSC 422","Operating Systems","MW 1pm-2:15pm","QR","fall"
"710","computer-science","CPSC 423","Principles of Operating Systems","not listed","SC","not specified"
"711","computer-science","CPSC 424","Parallel Programming Techniques","TTh 11:35am-12:50pm","QR","fall"
"712","computer-science","CPSC 426","Building Decentralized Systems","MW 1pm-2:15pm","QR","fall"
"713","computer-science","CPSC 428","Language-Based Security","TTh 2:30pm-3:45pm","QR","fall"
"714","computer-science","CPSC 430","Formal Semantics","not listed","SC","not specified"
"715","computer-science","CPSC 431","Computer Music: Algorithmic and Heuristic Composition","MW 2:30pm-3:45pm","QR","spring"
"716","computer-science","CPSC 432","Computer Music: Sound Representation and Synthesis","not listed","SC","not specified"
"717","computer-science","CPSC 433","Computer Networks","not listed","SC","not specified"
"718","computer-science","CPSC 437","Introduction to Databases","not listed","SC","not specified"
"719","computer-science","CPSC 438","Database System Implementation and Architectures","MW 2:30pm-3:45pm","QR","spring"
"720","computer-science","CPSC 439","Software Engineering","MW 11:35am-12:50pm","QR","spring"
"721","computer-science","CPSC 440","Numerical Computation","MW 1pm-2:15pm","QR","spring"
"722","computer-science","CPSC 445","Introduction to Data Mining","MW 1pm-2:15pm","QR","fall"
"723","computer-science","CPSC 465","Theory of Distributed Systems","not listed","SC","not specified"
"724","computer-science","CPSC 467","Cryptography and Computer Security","MW 2:30pm-3:45pm","QR","fall"
"725","computer-science","CPSC 468","Computational Complexity","TTh 2:30pm-3:45pm","QR","spring"
"726","computer-science","CPSC 469","Randomized Algorithms","MW 11:35am-12:50pm","QR","fall"
"727","computer-science","CPSC 470","Artificial Intelligence","MWF 10:30am-11:20am","QR","fall"
"728","computer-science","CPSC 472","Intelligent Robotics","MWF 10:30am-11:20am","not specified","spring"
"729","computer-science","CPSC 473","Intelligent Robotics Laboratory","not listed","SC","not specified"
"730","computer-science","CPSC 475","Computational Vision and Biological Perception","TTh 2:30pm-3:45pm","QR","fall"
"731","computer-science","CPSC 476","Advanced Computational Vision","TTh 2:30pm-3:45pm","QR","spring"
"732","computer-science","CPSC 478","Computer Graphics","TTh 1pm-2:15pm","QR","spring"
"733","computer-science","CPSC 479","Advanced Topics in Computer Graphics","not listed","SC","not specified"
"734","computer-science","CPSC 480","Directed Reading","HTBA","not specified","both"
"735","computer-science","CPSC 490","Special Projects","HTBA","not specified","both"
"736","computing-arts","CPAR 291","Special Projects","HTBA","not specified","both"
"737","computing-arts","CPAR 491","Senior Project in Computing and the Arts","HTBA","not specified","both"
"738","slavic-languages-literatures","CZEC 110","Elementary Czech I","MTWThF 10:30am-11:20am","L1","fall"
"739","slavic-languages-literatures","CZEC 120","Elementary Czech II","MTWThF 10:30am-11:20am","L2","spring"
"740","slavic-languages-literatures","CZEC 130","Intermediate Czech","MTWThF 11:35am-12:25pm","L3","fall"
"741","slavic-languages-literatures","CZEC 140","Advanced Czech","MTWThF 11:35am-12:25pm","L4","spring"
"742","slavic-languages-literatures","PLSH 110","Elementary Polish I","MTWThF 10:30am-11:20am","L1","fall"
"743","slavic-languages-literatures","PLSH 120","Elementary Polish II","MTWThF 10:30am-11:20am","L2","spring"
"744","slavic-languages-literatures","PLSH 130","Intermediate Polish I","MTWThF 11:35am-12:25pm","L3","fall"
"745","slavic-languages-literatures","PLSH 140","Intermediate Polish II","MTWThF 11:35am-12:25pm","L4","spring"
"746","slavic-languages-literatures","ROMN 110","Elementary Romanian I","HTBA","L1","fall"
"747","slavic-languages-literatures","ROMN 120","Elementary Romanian II","HTBA","L2","spring"
"748","slavic-languages-literatures","ROMN 130","Intermediate Romanian I","HTBA","L3","fall"
"749","slavic-languages-literatures","ROMN 140","Intermediate Romanian II","HTBA","L4","spring"
"750","slavic-languages-literatures","UKRN 110","Elementary Ukrainian I","HTBA","L1","fall"
"751","slavic-languages-literatures","UKRN 120","Elementary Ukrainian II","HTBA","L1","spring"
"752","slavic-languages-literatures","RUSS 110","First-Year Russian I","not listed","L1","fall"
"753","slavic-languages-literatures","RUSS 120","First-Year Russian II","not listed","L2","spring"
"754","slavic-languages-literatures","RUSS 122","Russian for Bilingual Students I","MW 11:35am-12:50pm","L1","fall"
"755","slavic-languages-literatures","RUSS 125","Intensive Elementary Russian","MTWThF 10:30am-11:20am; MWF 9:25am-10:15am","L1","fall"
"756","slavic-languages-literatures","RUSS 130","Second-Year Russian I","not listed","L3","fall"
"757","slavic-languages-literatures","RUSS 140","Second-Year Russian II","MTWThF 10:30am-11:20am","L4","spring"
"758","slavic-languages-literatures","RUSS 142","Russian for Bilingual Students II","MW 11:35am-12:50pm","L3","spring"
"759","slavic-languages-literatures","RUSS 145","Intensive Intermediate Russian","MTWThF 10:30am-11:20am; MWF 9:26am-10:15am","L3","spring"
"760","slavic-languages-literatures","RUSS 150","Third-Year Russian I","MWF 11:35am-12:25pm","L5","fall"
"761","slavic-languages-literatures","RUSS 151","Third-Year Russian II","MWF 11:35am-12:25pm","L5","spring"
"762","slavic-languages-literatures","RUSS 155","The Language of the Russian Revolution","MW 1pm-2:15pm","L5","fall"
"763","slavic-languages-literatures","RUSS 160","Fourth-Year Russian I","MWF 11:35am-12:25pm","L5","fall"
"764","slavic-languages-literatures","RUSS 161","Fourth-Year Russian II","MWF 11:35am-12:25pm","L5","spring"
"765","slavic-languages-literatures","RUSS 184","Advanced Russian Conversation through Contemporary Media","MW 1pm-2:15pm","L5","spring"
"766","slavic-languages-literatures","CZEC 301","Milan Kundera: The Czech Novelist and French Thinker","Th 1:30pm-3:20pm","HU","spring"
"767","slavic-languages-literatures","PLSH 246","Polish Communism and Postcommunism in Film","MW 1pm-2:15pm","HU","spring"
"768","slavic-languages-literatures","PLSH 447","Objects in Performance","TTh 1pm-2:15pm","HU","spring"
"769","slavic-languages-literatures","RUSS 220","Russian and Soviet Art1757 to the Present","MW 1:30pm-2:20pm","HU","spring"
"770","slavic-languages-literatures","RUSS 241","Russian Culture: The Modern Age","TTh 1:30pm-2:20pm","HU","spring"
"771","slavic-languages-literatures","RUSS 250","Masterpieces of Russian Literature I","TTh 2:30pm-3:45pm","HU","fall"
"772","slavic-languages-literatures","RUSS 254","Novels of Tolstoy and Dostoevsky","MW 2:30pm-3:20pm","HU","spring"
"773","slavic-languages-literatures","RUSS 260","Nabokov and World Literature","MW 11:35am-12:25pm","WR","fall"
"774","slavic-languages-literatures","RUSS 307","Introduction to Medieval and Premodern Russian Civilization","T 1:30pm-3:20pm","HU","spring"
"775","slavic-languages-literatures","RUSS 321","Capitalism and the Nineteenth-Century European Novel","MW 1pm-2:15pm","WR","fall"
"776","slavic-languages-literatures","RUSS 326","Slavery and Serfdom in Russian and American Culture","Th 3:30pm-5:20pm","HU","fall"
"777","slavic-languages-literatures","RUSS 333","The Living Dead in Literature","TTh 11:35am-12:50pm","HU","fall"
"778","slavic-languages-literatures","RUSS 345","The Bildungsroman in Russia and the West","M 3:30pm-5:20pm","HU","fall"
"779","slavic-languages-literatures","RUSS 380","Putin's Russia and Protest Culture","MW 11:35am-12:25pm","WR","spring"
"780","slavic-languages-literatures","SLAV 202","Old Church Slavic","T 1:30pm-3:20pm","not specified","fall"
"781","slavic-languages-literatures","SLAV 206","The Slavic Peoples and Their Languages: From Unity to Diversity","Th 1:30pm-3:20pm","HU","spring"
"782","slavic-languages-literatures","RUSS 480","Directed Reading in Russian Literature","HTBA","not specified","fall"
"783","slavic-languages-literatures","RUSS 490","The Senior Essay","HTBA","not specified","both"
"784","slavic-languages-literatures","SLAV 485","Directed Reading or Individual Research in Slavic Languages and Literatures","HTBA","not specified","both"
"785","devane-lecture-course",NA,"The Evolution of Beauty","HTBA","not specified","fall"
"786","directed-studies","DRST 001","Directed Studies: Literature","not listed","WR","fall"
"787","directed-studies","DRST 003","Directed Studies: Philosophy","not listed","WR","fall"
"788","directed-studies","DRST 005","Directed Studies: Historical and Political Thought","not listed","SO","fall"
"789","theater-studies","THST 110","Survey of Theater and Drama","TTh 10:30am-11:20am","HU","fall"
"790","theater-studies","THST 210","Introduction to Performance Concepts","not listed","not specified","fall"
"791","theater-studies","THST 235","Dance Theater","MW 3:30pm-5:20pm","HU","fall"
"792","theater-studies","THST 303","The Opera Libretto","T 1:30pm-3:20pm","WR","fall"
"793","theater-studies","THST 329","Theater Now","T 1:30pm-3:20pm","HU","spring"
"794","theater-studies","THST 333","Stephen Sondheim and the American Musical Theater Tradition","W 1:30pm-3:20pm","HU","spring"
"795","theater-studies","THST 355","Modernism and American Theater","T 1:30pm-3:20pm","not specified","fall"
"796","theater-studies","THST 380","The History of Dance","W 3:30pm-5:20pm","WR","spring"
"797","theater-studies","THST 406","Dance and Black Popular Culture","W 3:30pm-5:20pm","HU","spring"
"798","theater-studies","THST 411","Art and the Stage in Britain","MW 11:35am-12:50pm","WR","fall"
"799","theater-studies","THST 416","British Cinema","M 1:30pm-3:20pm","HU","spring"
"800","theater-studies","THST 426","Maps and the Western Literary Imagination","T 2:30pm-4:20pm","HU","fall"
"801","theater-studies","THST 446","DanceCommerceand Capital","HTBA","HU","spring"
"802","theater-studies","THST 455","French Baroque Spectacle","W 9:25am-11:15am","not specified","spring"
"803","theater-studies","THST 191","Theater Practicum: Machiavelli","HTBA","L5","spring"
"804","theater-studies","THST 211","Intermediate Acting","not listed","HU","spring"
"805","theater-studies","THST 224","Musical Theater Performance I","F 1:30pm-3:20pm","HU","fall"
"806","theater-studies","THST 226","Musical Theater Performance II","F 1:30pm-3:20pm","not specified","spring"
"807","theater-studies","THST 230","Advanced Acting and Scene Study","MW 3:30pm-5:20pm","not specified","spring"
"808","theater-studies","THST 290","Poetics of Performance","WF 1pm-2:15pm","HU","spring"
"809","theater-studies","THST 300","The Director and the Text I","MW 1:30pm-3:20pm","HU","fall"
"810","theater-studies","THST 318","AnalyzingDirectingand Performing Early Opera","Th 4pm-5:50pm","HU","spring"
"811","theater-studies","THST 320","Playwriting","T 2:30pm-5pm","not specified","fall"
"812","theater-studies","THST 321","Production Seminar: Playwriting","MW 3:30pm-5:20pm","not specified","fall"
"813","theater-studies","THST 324","Playwright-Director Laboratory","TTh 11:35am-12:50pm","not specified","spring"
"814","theater-studies","THST 327","Advanced Playwriting Workshop","T 2:30pm-5pm","not specified","spring"
"815","theater-studies","THST 335","West African Dance: Traditional to Contemporary","TTh 1:30pm-3:20pm","HU","fall"
"816","theater-studies","THST 343","Public Speaking","TTh 10:30am-12:20pm","not specified","fall"
"817","theater-studies","THST 376","Digital Media in Performance","TTh 1:30pm-3:20pm","HU","fall"
"818","theater-studies","THST 382","The Company and the Text: Portrait of a Lady","MW 1:30pm-3:20pm","HU","spring"
"819","theater-studies","THST 383","Actor and the Text: The Tempest","MW 4pm-5:15pm","HU","fall"
"820","theater-studies","THST 395","Postmodern Dance","MW 1:30pm-3:20pm","HU","spring"
"821","theater-studies","THST 402","Experimental Writing and Performance","W 1:30pm-3:20pm","WR","fall"
"822","theater-studies","THST 412","Libretto Writing for Musical Theater","HTBA","not specified","spring"
"823","theater-studies","THST 414","Lyric Writing for Musical Theater","HTBA","HU","fall"
"824","theater-studies","THST 447","Objects in Performance","TTh 1pm-2:15pm","HU","spring"
"825","theater-studies","THST 471","Directed Independent Study","HTBA","not specified","fall"
"826","theater-studies","THST 473","Directed Independent Study: Eugene O'Neill","HTBA","not specified","fall"
"827","theater-studies","THST 491","Senior Project in Theater Studies","W 9:25am-11:15am","not specified","both"
"828","germanic-languages-literatures","GMAN 110","Elementary German I","not listed","L1","both"
"829","germanic-languages-literatures","GMAN 120","Elementary German II","not listed","L2","both"
"830","germanic-languages-literatures","GMAN 125","Intensive German I","MTWTh 9:25am-11:15am; F 9:25am-10:15am","L1","fall"
"831","germanic-languages-literatures","GMAN 130","Intermediate German I","not listed","L3","both"
"832","germanic-languages-literatures","GMAN 140","Intermediate German II","not listed","L4","both"
"833","germanic-languages-literatures","GMAN 145","Intensive German II","MTWThF 9:25am-11:15am","L3","spring"
"834","germanic-languages-literatures","GMAN 150","Advanced German I","not listed","L5","both"
"835","germanic-languages-literatures","GMAN 160","German CultureHistoryand Politics in Text and Film","MW 1pm-2:15pm","L5","spring"
"836","germanic-languages-literatures","GMAN 162","Contemporary German Culture","MW 11:35am-12:50pm","L5","fall"
"837","germanic-languages-literatures","GMAN 172","Introduction to German Theater","TTh 11:35am-12:50pm","L5","fall"
"838","germanic-languages-literatures","GMAN 173","Introduction to German Lyric Poetry","MW 11:35am-12:50pm","L5","spring"
"839","germanic-languages-literatures","GMAN 313","Eccentric Realism","T 1:30pm-3:20pm","HU","fall"
"840","germanic-languages-literatures","GMAN 339","The Nibelungenlied","Th 3:30pm-5:20pm","HU","spring"
"841","germanic-languages-literatures","GMAN 050","Spectatorship and Visual Culture","TTh 11:35am-12:50pm","not specified","fall"
"842","germanic-languages-literatures","GMAN 191","Problems of Lyric","MW 4pm-5:15pm","HU","spring"
"843","germanic-languages-literatures","GMAN 209","War in Germany1648–2010","MW 1:30pm-2:20pm","HU","spring"
"844","germanic-languages-literatures","GMAN 210","The Frankfurt School","TTh 1pm-2:15pm","HU","spring"
"845","germanic-languages-literatures","GMAN 211","MarxNietzscheFreud","Th 1:30pm-3:20pm","HU","fall"
"846","germanic-languages-literatures","GMAN 225","Intermediality in Film","W 3:30pm-5:20pm","HU","spring"
"847","germanic-languages-literatures","GMAN 226","Faust","HTBA","HU","fall"
"848","germanic-languages-literatures","GMAN 234","German Fairy Tales","MW 4pm-5:15pm","HU","fall"
"849","germanic-languages-literatures","GMAN 240","German Modernism","Th 3:30pm-5:20pm","HU","spring"
"850","germanic-languages-literatures","GMAN 247","Goethe's Wilhelm Meister","W 3:30pm-5:20pm","HU","spring"
"851","germanic-languages-literatures","GMAN 268","W. G. Sebald","M 1:30pm-3:20pm","HU","fall"
"852","germanic-languages-literatures","GMAN 308","Rilke and Yeats","W 1:30pm-3:20pm","HU","fall"
"853","germanic-languages-literatures","GMAN 327","Around Kafka","T 1:30pm-3:20pm","HU","spring"
"854","germanic-languages-literatures","GMAN 380","Music in Nazi Germany","T 1:30pm-3:20pm","not specified","fall"
"855","germanic-languages-literatures","GMAN 408","BooksDisplaysand Systems Theory","T 3:30pm-5:20pm","HU","fall"
"856","germanic-languages-literatures","GMAN 100","German for Reading","not listed","not specified","fall"
"857","germanic-languages-literatures","GMAN 478","Directed Readings or Individual Research in Germanic Languages and Literatures","HTBA","not specified","both"
"858","germanic-languages-literatures","GMAN 492","The Senior Essay Tutorial","HTBA","not specified","fall"
"859","east-asian-studies","EAST 219","China in World Politics","MW 10:30am-11:20am","SO","spring"
"860","east-asian-studies","EAST 290","DemocracyDevelopmentand Security in the Korean Peninsula","HTBA","SO","fall"
"861","east-asian-studies","EAST 317","China's Global Twentieth Century","TTh 11:35am-12:25pm","HU","fall"
"862","east-asian-studies","EAST 326","Yale and Japan","W 9:25am-11:15am","WR","fall"
"863","east-asian-studies","EAST 338","The Next China","MW 10:30am-11:20am","SO","fall"
"864","east-asian-studies","EAST 357","State and Society in Post-Mao China","W 3:30pm-5:20pm","SO","spring"
"865","east-asian-studies","EAST 408","Wealth and Poverty in Modern China","W 1:30pm-3:20pm","SO","fall"
"866","east-asian-studies","EAST 410","Civil SocietyPublic Sphereand Civic Life in Contemporary China","HTBA","SO","spring"
"867","east-asian-studies","EAST 443","Collective Memories in East Asia","HTBA","HU","spring"
"868","east-asian-studies","EAST 444","China's Environmental History since 1600","W 3:30pm-5:20pm","HU","fall"
"869","east-asian-studies","EAST 446","South Korean Urbanism","T 3:30pm-5:20pm","HU","fall"
"870","east-asian-studies","EAST 447","Civilization in Meiji Japan","HTBA","HU","spring"
"871","east-asian-studies","EAST 454","Economic and Policy Lessons from Japan","M 3:30pm-5:20pm","SO","spring"
"872","east-asian-studies","EAST 474","Japanese Screens","HTBA","HU","spring"
"873","east-asian-studies","EAST 480","One-Term Senior Essay","HTBA","not specified","both"
"874","east-asian-studies","EAST 491","Senior Research Project","HTBA","not specified","fall"
"875","east-asian-studies","ANTH 326","Ancient Civilizations of the Eurasian Steppes","HTBA","SO","spring"
"876","east-asian-studies","ANTH 362","Unity and Diversity in Chinese Culture","HTBA","not specified","spring"
"877","east-asian-studies","ANTH 397","Archaeology of East Asia","HTBA","SO","fall"
"878","east-asian-studies","CHNS 170","Introduction to Literary Chinese I","MW 11:35am-12:50pm","L5","fall"
"879","east-asian-studies","CHNS 171","Introduction to Literary Chinese II","MW 11:35am-12:50pm","L5","spring"
"880","east-asian-studies","EALL 200","The Chinese Tradition","MW 10:30am-11:20am","HU","fall"
"881","east-asian-studies","EALL 211","Women and Literature in Traditional China","TTh 1pm-2:15pm","HU","fall"
"882","east-asian-studies","EALL 236","Japanese Poetry and Poetics","W 1:30pm-3:20pm","HU","fall"
"883","east-asian-studies","EALL 303","Readings in Classical Chinese Poetry","W 1:30pm-3:20pm","HU","fall"
"884","east-asian-studies","HIST 038","The Mongols in China","TTh 2:30pm-3:45pm","WR","spring"
"885","east-asian-studies","HIST 321","China from Present to Past","TTh 1:30pm-2:20pm","HU","spring"
"886","east-asian-studies","HIST 470","World FinanceMesopotamia to the Present","TTh 1pm-2:15pm","HU","fall"
"887","east-asian-studies","JAPN 170","Introduction to Literary Japanese","MWF 9:25am-10:15am","L5","fall"
"888","east-asian-studies","JAPN 171","Readings in Literary Japanese","MW 9am-10:15am","L5","spring"
"889","east-asian-studies","PHIL 210","Eastern Philosophy","TTh 2:30pm-3:45pm","HU","spring"
"890","east-asian-studies","RLST 126","Tibetan Buddhism","TTh 11:35am-12:25pm","HU","fall"
"891","east-asian-studies","RLST 182","Buddhist Traditions of Mind and Meditation","T 1:30pm-3:20pm","HU","spring"
"892","east-asian-studies","ANTH 234","Disability and Culture","HTBA","SO","spring"
"893","east-asian-studies","ANTH 254","Japan: CultureSocietyModernity","HTBA","WR","fall"
"894","east-asian-studies","ANTH 342","Cultures and Markets in Asia","HTBA","SO","spring"
"895","east-asian-studies","ARCH 341","Globalization Space","MW 10:30am-11:20am","HU","fall"
"896","east-asian-studies","EALL 248","Modern Chinese Literature","HTBA","HU","spring"
"897","east-asian-studies","EALL 255","Japanese Modernism","TTh 11:35am-12:50pm","HU","spring"
"898","east-asian-studies","EALL 275","Crime in Japanese Film and Fiction","MW 2:30pm-3:45pm","HU","spring"
"899","east-asian-studies","EALL 300","Sinological Methods","Th 2:30pm-4:30pm","HU","spring"
"900","east-asian-studies","EALL 325","Chinese Poetic Form1490–1990","T 1:30pm-3:20pm","HU","spring"
"901","east-asian-studies","EALL 357","Meiji Literature and Visual Culture","TTh 11:35am-12:50pm","HU","fall"
"902","east-asian-studies","HIST 303","Japan's Modern Revolution","MW 10:30am-11:20am","HU","spring"
"903","east-asian-studies","PLSC 132","China's International Relations","W 9:25am-11:15am","SO","fall"
"904","east-asian-studies","PLSC 162","Japan and the World","HTBA","SO","spring"
"905","east-asian-studies","SOCY 086","Chinese Society since Mao","TTh 2:30pm-3:45pm","SO","fall"
"906","ecology-evolutionary-biology","E&EB 115","Conservation Biology","MW 10:30am-11:20am","SC","fall"
"907","ecology-evolutionary-biology","E&EB 125","History of Life","TTh 11:35am-12:50pm","SC","spring"
"908","ecology-evolutionary-biology","E&EB 145","Plants and People","HTBA","SC","spring"
"909","ecology-evolutionary-biology","E&EB 190","The Evolution of Beauty","HTBA","not specified","fall"
"910","ecology-evolutionary-biology","E&EB 210","Introduction to Statistics: Life Sciences","TTh 1pm-2:15pm","QR","fall"
"911","ecology-evolutionary-biology","E&EB 250","Biology of Terrestrial Arthropods","TTh 11:35am-12:50pm","SC","fall"
"912","ecology-evolutionary-biology","E&EB 251","Laboratory for Biology of Terrestrial Arthropods","W 1:30pm-4:30pm","SC","not specified"
"913","ecology-evolutionary-biology","E&EB 264","Ichthyology","MW 1pm-2:15pm","SC","spring"
"914","ecology-evolutionary-biology","E&EB 265","Laboratory for Ichthyology","T 1pm-4pm","SC","not specified"
"915","ecology-evolutionary-biology","E&EB 220","General Ecology","MWF 10:30am-11:20am","SC","fall"
"916","ecology-evolutionary-biology","E&EB 223","EvolutionFunctional Traitsand the Tree of Life","HTBA","SC","not specified"
"917","ecology-evolutionary-biology","E&EB 225","Evolutionary Biology","TTh 10:30am-11:20am","SC","spring"
"918","ecology-evolutionary-biology","E&EB 226","Laboratory for Evolutionary Biology","Th 1:30pm-4:30pm","SC","not specified"
"919","ecology-evolutionary-biology","E&EB 280","Mammalogy","TTh 2:30pm-3:45pm","SC","fall"
"920","ecology-evolutionary-biology","E&EB 290","Comparative Anatomy of Vertebrates","MWF 2:30pm-3:20pm","SC","spring"
"921","ecology-evolutionary-biology","E&EB 291","Comparative Anatomy of Vertebrates Laboratory","Th 1:30pm-4:30pm","SC","not specified"
"922","ecology-evolutionary-biology","E&EB 342","Primate Diversity and Evolution","W 1:30pm-3:20pm","SC","spring"
"923","ecology-evolutionary-biology","E&EB 428","Science of Complex Systems","HTBA","QR","fall"
"924","ecology-evolutionary-biology","E&EB 460","Studies in Evolutionary Medicine I","TTh 4pm-5:15pm","SC","spring"
"925","ecology-evolutionary-biology","E&EB 461","Studies in Evolutionary Medicine II","TTh 4pm-5:15pm","SC","fall"
"926","ecology-evolutionary-biology","E&EB 470","Tutorial","HTBA","not specified","both"
"927","ecology-evolutionary-biology","E&EB 475","Research","HTBA","not specified","both"
"928","ecology-evolutionary-biology","E&EB 495","Intensive Senior Research","HTBA","not specified","fall"
"929","economics","ECON 108","Quantitative Foundations of Microeconomics","not listed","QR","both"
"930","economics","ECON 110","An Introduction to Microeconomic Analysis","not listed","QR","fall"
"931","economics","ECON 111","An Introduction to Macroeconomic Analysis","not listed","SO","spring"
"932","economics","ECON 115","Introductory Microeconomics","MW 1pm-2:15pm","QR","both"
"933","economics","ECON 116","Introductory Macroeconomics","not listed","SO","both"
"934","economics","ECON 121","Intermediate Microeconomics","not listed","QR","both"
"935","economics","ECON 122","Intermediate Macroeconomics","not listed","QR","both"
"936","economics","ECON 125","Microeconomic Theory","MW 1pm-2:15pm","QR","fall"
"937","economics","ECON 126","Macroeconomic Theory","MW 1pm-2:15pm","QR","spring"
"938","economics","ECON 131","Econometrics and Data Analysis I","not listed","QR","both"
"939","economics","ECON 132","Econometrics and Data Analysis II","not listed","QR","both"
"940","economics","ECON 135","Introduction to Probability and Statistics","TTh 1pm-2:15pm","QR","fall"
"941","economics","ECON 136","Econometrics","TTh 2:30pm-3:45pm","QR","spring"
"942","economics","ECON 159","Game Theory","MW 11:35am-12:50pm","QR","fall"
"943","economics","ECON 170","Health Economics and Public Policy","TTh 2:30pm-3:45pm","SO","fall"
"944","economics","ECON 182","American Economic History","HTBA","WR","spring"
"945","economics","ECON 184","International Economics","MW 9am-10:15am","SO","spring"
"946","economics","ECON 185","Debates in Macroeconomics","HTBA","SO","fall"
"947","economics","ECON 186","European Economic History1700–1815","not listed","not specified","not specified"
"948","economics","ECON 251","Financial Theory","TTh 11:35am-12:50pm","QR","fall"
"949","economics","ECON 275","Public Economics","not listed","not specified","not specified"
"950","economics","ECON 280","Poverty under Postindustrial Capitalism","not listed","not specified","not specified"
"951","economics","ECON 325","Economics of Developing Countries","TTh 9am-10:15am","SO","spring"
"952","economics","ECON 327","The Economics of Poverty Alleviation","not listed","not specified","not specified"
"953","economics","ECON 330","Economics of Natural Resources","MWF 10:30am-11:20am","QR","spring"
"954","economics","ECON 331","The Economics of Energy and Climate Change","HTBA","SO","fall"
"955","economics","ECON 338","The Next China","HTBA","SO","fall"
"956","economics","ECON 350","Mathematical Economics: General Equilibrium Theory","TTh 11:35am-12:50pm","QR","fall"
"957","economics","ECON 351","Mathematical Economics: Game Theory","MW 1pm-2:15pm","QR","spring"
"958","economics","ECON 371","Financial Time Series Econometrics","not listed","not specified","not specified"
"959","economics","ECON 405","Economics of Health and Health Care","TTh 1pm-2:15pm","SO","spring"
"960","economics","ECON 407","International Finance","TTh 1pm-2:15pm","SO","spring"
"961","economics","ECON 408","International Trade Policy","TTh 2:30pm-3:45pm","SO","fall"
"962","economics","ECON 409","FirmsMarketsand Competition","not listed","not specified","fall"
"963","economics","ECON 410","The Economics of Innovation","TTh 1pm-2:15pm","not specified","spring"
"964","economics","ECON 411","Economics of Uncertainty and Information","TTh 2:30pm-3:45pm","SO","fall"
"965","economics","ECON 412","International Environmental Economics","TTh 1pm-2:15pm","SO","fall"
"966","economics","ECON 450","Investment Analysis","M 1pm-3:20pm","SO","fall"
"967","economics","ECON 452","Contemporary Issues in Energy Policy","M 9:25am-11:15am","SO","spring"
